osm_type,osm_id,name,lat,lon,parking,access,fee
way,1531847027,,33.515762,126.527772,,,
way,1531847074,,33.516029,126.527920,,,
way,1531847075,,33.516063,126.528106,,,
way,1531877642,,33.515582,126.527486,,,
way,1531877680,,33.515787,126.527349,,,
way,1531881986,탑부평전용주차장,33.515661,126.526922,,,
way,1531941259,,33.514832,126.528042,,,
way,1531941260,,33.515240,126.527709,,,
way,1532065495,,33.516416,126.525753,,,
way,1532065497,칠성골 공영 주차장,33.516506,126.525258,multi-storey,,
way,1532107983,,33.515622,126.525898,,,
way,1532108065,,33.516145,126.526709,,,
way,1532145842,,33.510468,126.522160,,,
way,1532164698,,33.512127,126.520042,surface,yes,
way,1532171153,,33.515788,126.525346,,,
way,1532210219,,33.515231,126.526426,,,
way,1532210220,,33.515305,126.526284,,,
way,1532210259,,33.515139,126.526224,,,
way,1532231405,,33.516278,126.524959,,,
way,1532365454,,33.516929,126.527113,,,
way,1532382439,,33.517119,126.525128,,,
way,1532382575,,33.517593,126.525896,,,
way,1532385419,,33.517682,126.525177,,,
way,1532498105,,33.514658,126.527380,surface,private,yes
way,1532522412,,33.514747,126.526877,,,
way,1532530170,,33.514630,126.524914,,,
way,1532857927,,33.514126,126.526273,,,
way,1532862521,,33.513682,126.525761,multi-storey,,
way,1533140623,,33.517107,126.522738,,,
way,1533359580,,33.515778,126.524310,,,
way,1533359617,,33.516229,126.524156,,,
way,1533362629,,33.515940,126.523539,,,
way,1533362630,,33.515783,126.523808,,,
way,1534151094,,33.516383,126.521331,,,
way,1534164296,,33.516029,126.520549,,,
way,1534185637,,33.517399,126.519773,,,
way,1534190263,,33.517134,126.519241,,,
way,1534428102,,33.518079,126.518462,,,
way,1534428110,,33.517800,126.519050,,,
way,1534428111,,33.517653,126.518849,,,
way,1534428124,,33.518175,126.518146,,,
way,1534786313,,33.516967,126.517969,,,
way,1535094684,,33.515774,126.518102,,,
way,1535132402,,33.515492,126.520787,,,
way,1535144786,,33.515092,126.520697,,,
way,1535155519,,33.514943,126.520054,,,
way,1535185227,,33.514466,126.520250,,,
way,1535288279,,33.515339,126.519210,,,
way,1535288331,,33.515273,126.518752,,,
way,1535288339,,33.515193,126.518509,,,
way,1535307448,,33.515290,126.518315,,,
way,1535307480,,33.514893,126.519038,,,
way,1535598915,,33.516799,126.532757,surface,,
way,1535598916,김만덕객주 전용주차장,33.516050,126.532068,surface,,
way,1535731749,,33.513993,126.518924,,,
way,1535894097,,33.513120,126.519459,,,
way,1536055263,,33.510722,126.530945,,,
way,1536433646,,33.513754,126.520265,,,
way,1536798679,,33.514992,126.524492,,,
way,1536842258,,33.514232,126.524034,,,
way,1536875525,,33.513812,126.523286,,,
way,1536875560,,33.513413,126.524062,,,
way,1537196427,,33.513503,126.522462,,,
way,1537331682,,33.514406,126.522901,,,
way,1537341614,,33.513520,126.523167,,,
way,1537403580,,33.512463,126.520035,,,
way,1537403588,,33.511943,126.519653,,,
way,1537500162,,33.511563,126.520437,,,
way,1537500188,,33.511232,126.520638,,,
way,1537614785,,33.511259,126.519846,,,
way,1537643276,,33.512457,126.519603,,,
way,1537743822,,33.512627,126.520944,,,
way,1537743825,,33.512485,126.520876,,,
way,1537768072,,33.511311,126.521647,,,
way,1537815506,,33.512086,126.521400,,,
way,1537815513,,33.511888,126.520942,,,
way,1537867863,,33.512570,126.521495,,,
way,1537867865,,33.512388,126.521643,,,
way,1538517865,,33.512538,126.523136,,,
way,1538517878,서쪽공영주차장,33.512778,126.523252,,,
way,1538925360,,33.512800,126.522828,,,
way,1538925365,,33.512720,126.522429,,,
way,1539950381,,33.511676,126.523229,,,
way,1539950402,,33.511719,126.522088,,,
way,1539950416,,33.511919,126.522243,,,
way,1539950437,,33.512017,126.522425,,,
way,1539996782,,33.512638,126.524183,,,
way,1540050084,,33.512875,126.523633,,,
way,1540050131,,33.512308,126.524109,,,
way,1540088318,,33.511614,126.523553,,,
way,1540088359,,33.511726,126.523805,,,
way,1540203375,,33.509904,126.520005,,,
way,1540203385,,33.509402,126.520123,,,
way,1540270623,,33.510232,126.520656,,,
way,1540337992,,33.510677,126.521272,,,
way,1540338013,,33.510767,126.521021,,,
way,1540364958,,33.509825,126.521904,,,
way,1540365006,,33.510169,126.522626,,,
way,1540372882,,33.510675,126.521763,,,
way,1540376658,,33.511167,126.522216,,,
way,1540376669,,33.510893,126.521524,,,
way,1540395435,중앙로상점가 주차장,33.510845,126.523387,multi-storey,,
way,1540395436,,33.510689,126.523593,,,
way,1540395487,,33.510255,126.523531,,,
way,1541193010,,33.516708,126.517481,,,
way,1541193024,,33.516888,126.517271,,,
way,1541193025,,33.516645,126.517303,,,
way,1541193026,,33.516627,126.517075,,,
way,1541292298,,33.517422,126.517618,,,
way,1542916401,,33.336053,126.690298,,,
relation,3850300,,33.504333,126.492281,,,
relation,8178222,ICC제주국제컨벤션센터주차장,33.240838,126.423599,surface,,
relation,21001761,동문공영주차장,33.512091,126.528361,multi-storey,,
